object1,object2,time
"[ 1.67520960e+09  4.19259836e+04  7.07740100e+06  1.00000000e+00
 -6.47380012e+06 -2.59852315e+06 -1.19465242e+06]","[ 1.67520960e+09  4.16752887e+04  7.07785487e+06  1.00000000e+00
 -6.47420716e+06 -2.59863419e+06 -1.19489394e+06]",1989436900
"[ 1.67520960e+09  4.19259836e+04  7.07740100e+06  1.00000000e+00
 -6.47232985e+06 -2.82297536e+06 -4.78916865e+05]","[ 1.67520960e+09  4.16752887e+04  7.07785487e+06  1.00000000e+00
 -6.47275735e+06 -2.82308778e+06 -4.79183906e+05]",1989437000
"[ 1.67520960e+09  4.19259836e+04  7.07740100e+06  1.00000000e+00
 -6.39815566e+06 -3.01571700e+06  2.42198380e+05]","[ 1.67520960e+09  4.16752887e+04  7.07785487e+06  1.00000000e+00
 -6.39861280e+06 -3.01583561e+06  2.41907781e+05]",1989437100
"[ 1.67520960e+09  4.19259836e+04  7.07740100e+06  1.00000000e+00
 -6.25211076e+06 -3.17458297e+06  9.60593003e+05]","[ 1.67520960e+09  4.16752887e+04  7.07785487e+06  1.00000000e+00
 -6.25260621e+06 -3.17471297e+06  9.60282632e+05]",1989437200
"[ 1.67520960e+09  4.19259836e+04  7.07740100e+06  1.00000000e+00
 -6.03583568e+06 -3.29778874e+06  1.66819725e+06]","[ 1.67520960e+09  4.16752887e+04  7.07785487e+06  1.00000000e+00
 -6.03637736e+06 -3.29793551e+06  1.66787267e+06]",1989437300
"[ 1.67520960e+09  4.18572483e+04  7.07825500e+06  0.00000000e+00
  4.86212658e+06  2.81654413e+06 -4.30447420e+06]","[ 1.67520960e+09  4.15611649e+04  7.07762202e+06  1.00000000e+00
  4.86180656e+06  2.81641485e+06 -4.30387939e+06]",1989894800
"[ 1.67520960e+09  4.18572483e+04  7.07825500e+06  0.00000000e+00
  4.51497594e+06  2.45912094e+06 -4.86512182e+06]","[ 1.67520960e+09  4.15611649e+04  7.07762202e+06  1.00000000e+00
  4.51465581e+06  2.45898437e+06 -4.86456703e+06]",1989894900
"[ 1.67520960e+09  4.18572483e+04  7.07825500e+06  0.00000000e+00
  4.11712675e+06  2.07408434e+06 -5.37113910e+06]","[ 1.67520960e+09  4.15611649e+04  7.07762202e+06  1.00000000e+00
  4.11679650e+06  2.07393461e+06 -5.37061592e+06]",1989895000
"[ 1.67520960e+09  4.18572483e+04  7.07825500e+06  0.00000000e+00
  3.67304645e+06  1.66575791e+06 -5.81684401e+06]","[ 1.67520960e+09  4.15611649e+04  7.07762202e+06  1.00000000e+00
  3.67269740e+06  1.66559044e+06 -5.81634213e+06]",1989895100
"[ 1.67520960e+09  4.18572483e+04  7.07825500e+06  0.00000000e+00
  3.18772161e+06  1.23872672e+06 -6.19723171e+06]","[ 1.67520960e+09  4.15611649e+04  7.07762202e+06  1.00000000e+00
  3.18734662e+06  1.23853840e+06 -6.19673928e+06]",1989895200
"[ 1.67520960e+09  4.18572483e+04  7.07825500e+06  0.00000000e+00
  2.66660192e+06  7.97785901e+05 -6.50803086e+06]","[ 1.67520960e+09  4.15611649e+04  7.07762202e+06  1.00000000e+00
  2.66619561e+06  7.97575104e+05 -6.50753474e+06]",1989895300
"[ 1.67520960e+09  4.16752887e+04  7.07790398e+06  1.00000000e+00
  5.80641292e+06 -2.55376925e+05  4.03944011e+06]","[ 1.67520960e+09  4.15611649e+04  7.07744572e+06  1.00000000e+00
  5.80576670e+06 -2.55268032e+05  4.03957289e+06]",1990252800
"[ 1.67520960e+09  4.16752887e+04  7.07790398e+06  1.00000000e+00
  6.18957667e+06 -3.96022332e+05  3.41013662e+06]","[ 1.67520960e+09  4.15611649e+04  7.07744572e+06  1.00000000e+00
  6.18898333e+06 -3.95920180e+05  3.41027424e+06]",1990252900
"[ 1.67520960e+09  4.16752887e+04  7.07790398e+06  1.00000000e+00
  6.50322749e+06 -5.32220153e+05  2.74253509e+06]","[ 1.67520960e+09  4.15611649e+04  7.07744572e+06  1.00000000e+00
  6.50268021e+06 -5.32125025e+05  2.74266859e+06]",1990253000
"[ 1.67520960e+09  4.16752887e+04  7.07790398e+06  1.00000000e+00
  6.74384287e+06 -6.62440799e+05  2.04413314e+06]","[ 1.67520960e+09  4.15611649e+04  7.07744572e+06  1.00000000e+00
  6.74333362e+06 -6.62352605e+05  2.04425502e+06]",1990253100
"[ 1.67520960e+09  4.16752887e+04  7.07790398e+06  1.00000000e+00
  6.90872056e+06 -7.85221809e+05  1.32277425e+06]","[ 1.67520960e+09  4.15611649e+04  7.07744572e+06  1.00000000e+00
  6.90824036e+06 -7.85140094e+05  1.32287870e+06]",1990253200
"[ 1.67520960e+09  4.16752887e+04  7.07790398e+06  1.00000000e+00
  6.99600887e+06 -8.99184272e+05  5.86559760e+05]","[ 1.67520960e+09  4.15611649e+04  7.07744572e+06  1.00000000e+00
  6.99554805e+06 -8.99108244e+05  5.86642712e+05]",1990253300
"[ 1.67520960e+09  4.16752887e+04  7.07790398e+06  1.00000000e+00
  7.00472749e+06 -1.00304832e+06 -1.56242177e+05]","[ 1.67520960e+09  4.15611649e+04  7.07744572e+06  1.00000000e+00
  7.00427599e+06 -1.00297687e+06 -1.56182928e+05]",1990253400
"[ 1.67520960e+09  4.16752887e+04  7.07790398e+06  1.00000000e+00
  6.93477852e+06 -1.09564748e+06 -8.97289413e+05]","[ 1.67520960e+09  4.15611649e+04  7.07744572e+06  1.00000000e+00
  6.93432614e+06 -1.09557923e+06 -8.97254192e+05]",1990253500
"[ 1.67520960e+09  4.16752887e+04  7.07790398e+06  1.00000000e+00
  6.78694751e+06 -1.17594182e+06 -1.62825951e+06]","[ 1.67520960e+09  4.15611649e+04  7.07744572e+06  1.00000000e+00
  6.78648422e+06 -1.17587515e+06 -1.62824676e+06]",1990253600
"[ 1.67520960e+09  4.16752887e+04  7.07790398e+06  1.00000000e+00
  6.56289472e+06 -1.24302958e+06 -2.34094321e+06]","[ 1.67520960e+09  4.15611649e+04  7.07744572e+06  1.00000000e+00
  6.56241092e+06 -1.24296266e+06 -2.34094952e+06]",1990253700
"[ 1.67520960e+09  4.16752887e+04  7.07790398e+06  1.00000000e+00
  6.26513640e+06 -1.29615731e+06 -3.02733660e+06]","[ 1.67520960e+09  4.15611649e+04  7.07744572e+06  1.00000000e+00
  6.26462322e+06 -1.29608820e+06 -3.02735680e+06]",1990253800
"[ 1.67520960e+09  4.16752887e+04  7.07790398e+06  1.00000000e+00
  5.89701656e+06 -1.33472837e+06 -3.67973106e+06]","[ 1.67520960e+09  4.15611649e+04  7.07744572e+06  1.00000000e+00
  5.89646611e+06 -1.33465501e+06 -3.67975832e+06]",1990253900
"[ 1.67520960e+09  4.16752887e+04  7.07790398e+06  1.00000000e+00
  5.46266942e+06 -1.35830956e+06 -4.29079977e+06]","[ 1.67520960e+09  4.15611649e+04  7.07744572e+06  1.00000000e+00
  5.46207504e+06 -1.35822987e+06 -4.29082577e+06]",1990254000
"[ 1.67520960e+09  4.16752887e+04  7.07790398e+06  1.00000000e+00
  4.96697300e+06 -1.36663606e+06 -4.85368004e+06]","[ 1.67520960e+09  4.15611649e+04  7.07744572e+06  1.00000000e+00
  4.96632945e+06 -1.36654798e+06 -4.85369512e+06]",1990254100
